Date,SPY,IEF,GLD,BIL
1887-09-30,3.1996067790638847,,,
1887-10-31,3.104698988142148,,,
1887-11-30,3.17671904880458,,,
1887-12-31,3.171224723405704,,,
1888-01-31,3.2077459594281006,,,
1888-02-29,3.2020422931191996,,,
1888-03-31,3.09313444681756,,,
1888-04-30,3.1176572794643267,,,
1888-05-31,3.1727613624577344,,,
1888-06-30,3.086845194035281,,,
1888-07-31,3.1791784227850086,,,
1888-08-31,3.2594155669281575,,,
1888-09-30,3.3522830422080947,,,
1888-10-31,3.345704134812683,,,
1888-11-30,3.288988717212735,,,
1888-12-31,3.2382520910089125,,,
1889-01-31,3.3132862980204227,,,
1889-02-28,3.363254322772534,,,
1889-03-31,3.3054814399481787,,,
1889-04-30,3.3111444918049937,,,
1889-05-31,3.4126628182606247,,,
1889-06-30,3.482423547863226,,,
1889-07-31,3.423642899006964,,,
1889-08-31,3.480881255838947,,,
1889-09-30,3.577167271334492,,,
1889-10-31,3.5241438964625744,,,
1889-11-30,3.503521128475867,,,
1889-12-31,3.4958810512486616,,,
1890-01-31,3.5473554902864706,,,
1890-02-28,3.5198821670965197,,,
1890-03-31,3.505546807393433,,,
1890-04-30,3.5907510700731335,,,
1890-05-31,3.7561876530789777,,,
1890-06-30,3.741706502577783,,,
1890-07-31,3.7271777736251215,,,
1890-08-31,3.652051145817395,,,
1890-09-30,3.603672156516672,,,
1890-10-31,3.453519149995143,,,
1890-11-30,3.2144467941391808,,,
1890-12-31,3.151886789299246,,,
1891-01-31,3.328894924205545,,,
1891-02-28,3.38277166712485,,,
1891-03-31,3.333295754986629,,,
1891-04-30,3.4568794853343663,,,
1891-05-31,3.4557202366806665,,,
1891-06-30,3.3987066704862716,,,
1891-07-31,3.355492874332323,,,
1891-08-31,3.4809428175725605,,,
1891-09-30,3.7763169376573185,,,
1891-10-31,3.789306145385346,,,
1891-11-30,3.7454648922961473,,,
1891-12-31,3.872691794986842,,,
1892-01-31,3.957500881938979,,,
1892-02-29,3.978048523390425,,,
1892-03-31,4.034800574335533,,,
1892-04-30,4.0412299832555085,,,
1892-05-31,4.055033286744097,,,
1892-06-30,4.047146477538879,,,
1892-07-31,4.061251830108761,,,
1892-08-31,4.13415032302195,,,
1892-09-30,4.04557014483739,,,
1892-10-31,4.141338682618234,,,
1892-11-30,4.141233729193064,,,
1892-12-31,4.111494169198858,,,
1893-01-31,4.201086437785999,,,
1893-02-28,4.141283984825061,,,
1893-03-31,4.006153612815683,,,
1893-04-30,4.021450178634861,,,
1893-05-31,3.6809143833762614,,,
1893-06-30,3.521522171355062,,,
1893-07-31,3.2086974379047173,,,
1893-08-31,3.147715554580265,,,
1893-09-30,3.387362403634553,,,
1893-10-31,3.5041695629498153,,,
1893-11-30,3.5748499608750928,,,
1893-12-31,3.4659878267638344,,,
1894-01-31,3.4114109625151143,,,
1894-02-28,3.474802401176202,,,
1894-03-31,3.5938024834082634,,,
1894-04-30,3.657331508461418,,,
1894-05-31,3.5368409753407533,,,
1894-06-30,3.504018019319598,,,
1894-07-31,3.446606756341768,,,
1894-08-31,3.5914520947901463,,,
1894-09-30,3.663389721783298,,,
1894-10-31,3.563675469925308,,,
1894-11-30,3.578270938007779,,,
1894-12-31,3.559719994204743,,,
1895-01-31,3.53269785618672,,,
1895-02-28,3.497142291292982,,,
1895-03-31,3.5114007274448324,,,
1895-04-30,3.676446338804625,,,
1895-05-31,3.892497152730907,,,
1895-06-30,3.982562162772404,,,
1895-07-31,4.013511754899055,,,
1895-08-31,4.086972341698204,,,
1895-09-30,4.126434235394142,,,
1895-10-31,4.080297219141905,,,
1895-11-30,3.956578312407818,,,
1895-12-31,3.737486739189884,,,
1896-01-31,3.7078694638723833,,,
1896-02-29,3.877799008408128,,,
1896-03-31,3.83041579018741,,,
1896-04-30,3.879002894588436,,,
1896-05-31,3.8750390567889137,,,
1896-06-30,3.818161116087941,,,
1896-07-31,3.5842545560479695,,,
1896-08-31,3.3937523135857415,,,
1896-09-30,3.585448843547141,,,
1896-10-31,3.67945883535727,,,
1896-11-30,3.944260214305096,,,
1896-12-31,3.813685389858922,,,
1897-01-31,3.8272411436143448,,,
1897-02-28,3.804567914090563,,,
1897-03-31,3.827322506878186,,,
1897-04-30,3.722276662417329,,,
1897-05-31,3.754365254334719,,,
1897-06-30,3.9430037046137913,,,
1897-07-31,4.132304819238107,,,
1897-08-31,4.414895171226363,,,
1897-09-30,4.642610816900144,,,
1897-10-31,4.5074343975325695,,,
1897-11-30,4.3624857810144055,,,
1897-12-31,4.4703752143083095,,,
1898-01-31,4.606972626777797,,,
1898-02-28,4.6119524998528485,,,
1898-03-31,4.418209457636238,,,
1898-04-30,4.356980042338924,,,
1898-05-31,4.657956473673581,,,
1898-06-30,4.854827666178264,,,
1898-07-31,4.889343955761419,,,
1898-08-31,5.0877168954888585,,,
1898-09-30,5.0937507153364505,,,
1898-10-31,5.003100997679014,,,
1898-11-30,5.1843055440075725,,,
1898-12-31,5.5221299654216,,,
1899-01-31,5.958752890475171,,,
1899-02-28,6.200639382192829,,,
1899-03-31,6.305662097560795,,,
1899-04-30,6.401174815244291,,,
1899-05-31,6.151268867403259,,,
1899-06-30,6.029514686251625,,,
1899-07-31,6.255149655111931,,,
1899-08-31,6.431673364925182,,,
1899-09-30,6.379033181134871,,,
1899-10-31,6.366373587550646,,,
1899-11-30,6.504378625939033,,,
1899-12-31,6.078976153886519,,,
1900-01-31,6.178062455398165,,,
1900-02-28,6.308460085092021,,,
1900-03-31,6.3789350316948,,,
1900-04-30,6.480834952328903,,,
1900-05-31,6.195253995734757,,,
1900-06-30,6.032423437485934,,,
1900-07-31,6.054942082997027,,,
1900-08-31,6.160851906121121,,,
1900-09-30,6.039631440375682,,,
1900-10-31,6.2830390005804775,,,
1900-11-30,6.799873843494284,,,
1900-12-31,7.235359591187205,,,
1901-01-31,7.472474717430661,,,
1901-02-28,7.689435431379823,,,
1901-03-31,7.992151711293339,,,
1901-04-30,8.68979773733896,,,
1901-05-31,8.279532174017032,,,
1901-06-30,9.13194196554207,,,
1901-07-31,8.547470821094537,,,
1901-08-31,8.694177253335958,,,
1901-09-30,8.679308480048226,,,
1901-10-31,8.61029893668551,,,
1901-11-30,8.824222956727496,,,
1901-12-31,8.711371920564728,,,
1902-01-31,8.926946415638827,,,
1902-02-28,9.033375332418872,,,
1902-03-31,9.07404758093938,,,
1902-04-30,9.413706518488912,,,
1902-05-31,9.42149576857595,,,
1902-06-30,9.395974577319464,,,
1902-07-31,9.638582886411609,,,
1902-08-31,9.926871779778724,,,
1902-09-30,9.980038066443734,,,
1902-10-31,9.695137111584629,,,
1902-11-30,9.352847109399274,,,
1902-12-31,9.168400792011242,,,
1903-01-31,9.666844792419166,,,
1903-02-28,9.641449328410712,,,
1903-03-31,9.295132901384465,,,
1903-04-30,8.94778291126909,,,
1903-05-31,8.807148779211003,,,
1903-06-30,8.353271594317453,,,
1903-07-31,8.002474906646622,,,
1903-08-31,7.778882642436217,,,
1903-09-30,7.624888924967174,,,
1903-10-31,7.411452924186248,,,
1903-11-30,7.469495492813762,,,
1903-12-31,7.849115553024441,,,
1904-01-31,8.015048085904017,,,
1904-02-29,7.8333996595359805,,,
1904-03-31,7.843442479612309,,,
1904-04-30,8.071069751265357,,,
1904-05-31,7.934657732765998,,,
1904-06-30,7.980434604301186,,,
1904-07-31,8.344794769472218,,,
1904-08-31,8.66103746505621,,,
1904-09-30,9.07699789490437,,,
1904-10-31,9.642935900038966,,,
1904-11-30,10.198006101691425,,,
1904-12-31,10.330110015901418,,,
1905-01-31,10.588018429298424,,,
1905-02-28,11.085527602884667,,,
1905-03-31,11.43352498928204,,,
1905-04-30,11.32789648447774,,,
1905-05-31,10.803981272070644,,,
1905-06-30,10.964981777301505,,,
1905-07-31,11.343411773388857,,,
1905-08-31,11.799887117704492,,,
1905-09-30,11.873101997012716,,,
1905-10-31,12.075349934334524,,,
1905-11-30,12.046139886460963,,,
1905-12-31,12.379317224888856,,,
1906-01-31,12.843844399370663,,,
1906-02-28,12.789807860496923,,,
1906-03-31,12.514381088331035,,,
1906-04-30,12.382746642207524,,,
1906-05-31,12.093772116467498,,,
1906-06-30,12.291931690452827,,,
1906-07-31,12.01556148438039,,,
1906-08-31,12.945761781893124,,,
1906-09-30,13.387321359628556,,,
1906-10-31,13.030092545980176,,,
1906-11-30,13.341917525356484,,,
1906-12-31,13.265780365930146,,,
1907-01-31,12.93360783198752,,,
1907-02-28,12.573593101427148,,,
1907-03-31,11.384352069245727,,,
1907-04-30,11.485845499419952,,,
1907-05-31,11.13637598692121,,,
1907-06-30,10.827032209506736,,,
1907-07-31,11.290046651348876,,,
1907-08-31,10.493305470127098,,,
1907-09-30,10.431757751012809,,,
1907-10-31,9.348126825886064,,,
1907-11-30,8.85029918331224,,,
1907-12-31,9.355356256706592,,,
1908-01-31,9.80588239952544,,,
1908-02-29,9.49969312513539,,,
1908-03-31,9.939893551514771,,,
1908-04-30,10.526677636269222,,,
1908-05-31,11.145010900325076,,,
1908-06-30,11.210741633026862,,,
1908-07-31,11.672561091201516,,,
1908-08-31,12.224416296915908,,,
1908-09-30,12.14178555721722,,,
1908-10-31,12.340767675279045,,,
1908-11-30,13.226569674284638,,,
1908-12-31,13.576082651710053,,,
1909-01-31,13.67171410139675,,,
1909-02-28,13.330512281388293,,,
1909-03-31,13.564048718136094,,,
1909-04-30,14.224675167895612,,,
1909-05-31,14.7508126300472,,,
1909-06-30,15.064822660074164,,,
1909-07-31,15.334260087803194,,,
1909-08-31,15.759358996525016,,,
1909-09-30,15.830312233657372,,,
1909-10-31,15.94854762916767,,,
1909-11-30,15.92733226725953,,,
1909-12-31,16.17244838270197,,,
1910-01-31,15.884916381723103,,,
1910-02-28,15.3760369920143,,,
1910-03-31,15.81468379492006,,,
1910-04-30,15.493150314149846,,,
1910-05-31,15.298224061697727,,,
1910-06-30,14.622792533869108,,,
1910-07-31,13.944881478899216,,,
1910-08-31,14.34568922202344,,,
1910-09-30,14.505423473483356,,,
1910-10-31,15.235985626538987,,,
1910-11-30,15.283325621220875,,,
1910-12-31,14.920804918605093,,,
1911-01-31,15.348095004211553,,,
1911-02-28,15.677850011943177,,,
1911-03-31,15.560086027229923,,,
1911-04-30,15.558694746290431,,,
1911-05-31,15.959677629927768,,,
1911-06-30,16.34548207333759,,,
1911-07-31,16.34407346578215,,,
1911-08-31,15.629833495185055,,,
1911-09-30,14.8443647635568,,,
1911-10-31,14.99703172142883,,,
1911-11-30,15.666337322910792,,,
1911-12-31,15.803079517478643,,,
1912-01-31,15.888484378244527,,,
1912-02-29,15.81759305037632,,,
1912-03-31,16.3414195901392,,,
1912-04-30,16.920295343416058,,,
1912-05-31,16.97237362470419,,,
1912-06-30,17.04250129930174,,,
1912-07-31,17.13082699758048,,,
1912-08-31,17.594779452423715,,,
1912-09-30,17.755825790004298,,,
1912-10-31,17.791586551378185,,,
1912-11-30,17.664899847682396,,,
1912-12-31,17.102092144416048,,,
1913-01-31,17.02916211394945,,,
1913-02-28,16.498145230826296,,,
1913-03-31,16.259041676756347,,,
1913-04-30,16.3144702279271,,,
1913-05-31,15.94326498952148,,,
1913-06-30,15.216028340876637,,,
1913-07-31,15.49711260825736,,,
1913-08-31,15.98669332249149,,,
1913-09-30,16.21372328683456,,,
1913-10-31,15.776542002429878,,,
1913-11-30,15.451843196084468,,,
1913-12-31,15.509427704889749,,,
1914-01-31,16.222366260768542,,,
1914-02-28,16.511474540405896,,,
1914-03-31,16.275387713987946,,,
1914-04-30,15.95913919470573,,,
1914-05-31,16.131931598753496,,,
1914-06-30,16.12699526717493,,,
1914-07-31,15.30791714551798,,,
1914-08-31,15.381001819389814,,,
1914-09-30,15.45360094907118,,,
1914-10-31,15.525704338916022,,,
1914-11-30,15.597301825287976,,,
1914-12-31,14.998186716113503,,,
1915-01-31,15.335016741592842,,,
1915-02-28,15.202048342194647,,,
1915-03-31,15.665954571245926,,,
1915-04-30,16.918558356333232,,,
1915-05-31,16.597126532032625,,,
1915-06-30,16.858957511390162,,,
1915-07-31,16.87045543224681,,,
1915-08-31,17.661446708739803,,,
1915-09-30,18.392493118165937,,,
1915-10-31,19.48774201311538,,,
1915-11-30,20.24628566922764,,,
1915-12-31,20.365780131863144,,,
1916-01-31,20.122450592875555,,,
1916-02-29,19.923257023814426,,,
1916-03-31,19.94175461298962,,,
1916-04-30,19.8100600194122,,,
1916-05-31,20.335015689276116,,,
1916-06-30,20.62293055542687,,,
1916-07-31,20.42937025101509,,,
1916-08-31,20.679609747399635,,,
1916-09-30,21.62232941218365,,,
1916-10-31,22.392643511756994,,,
1916-11-30,23.011395481605913,,,
1916-12-31,22.19251134595621,,,
1917-01-31,21.779383405152064,,,
1917-02-28,20.66077197064659,,,
1917-03-31,21.41438678435996,,,
1917-04-30,21.208005919244307,,,
1917-05-31,20.60942517784128,,,
1917-06-30,21.14927891298319,,,
1917-07-31,20.688354086231023,,,
1917-08-31,20.20325258678587,,,
1917-09-30,19.36194383188967,,,
1917-10-31,18.44556989542081,,,
1917-11-30,17.0443790781046,,,
1917-12-31,16.602532603423622,,,
1918-01-31,17.74192209581544,,,
1918-02-28,18.42067570350325,,,
1918-03-31,18.18514889437366,,,
1918-04-30,18.14559786083507,,,
1918-05-31,18.858670361145283,,,
1918-06-30,19.017093331248983,,,
1918-07-31,19.30213701205294,,,
1918-08-31,19.612701799752415,,,
1918-09-30,19.638576076533088,,,
1918-10-31,20.60010229248182,,,
1918-11-30,21.250953700789665,,,
1918-12-31,20.954336791194276,,,
1919-01-31,20.946976248840404,,,
1919-02-28,21.152287747466247,,,
1919-03-31,21.921787217128724,,,
1919-04-30,22.775958497170524,,,
1919-05-31,24.475626842192288,,,
1919-06-30,25.25555437906259,,,
1919-07-31,26.20314040280181,,,
1919-08-31,24.564479763889477,,,
1919-09-30,25.07681671499653,,,
1919-10-31,26.48157768241902,,,
1919-11-30,25.82287057545937,,,
1919-12-31,25.18830420567795,,,
1920-01-31,25.058479958384673,,,
1920-02-29,23.11138687569905,,,
1920-03-31,24.862573751620072,,,
1920-04-30,24.786891541824435,,,
1920-05-31,23.355808829870444,,,
1920-06-30,23.075693670206984,,,
1920-07-31,23.17240083338926,,,
1920-08-31,22.39039333665943,,,
1920-09-30,23.31227850090456,,,
1920-10-31,23.468607026684133,,,
1920-11-30,22.404304705274132,,,
1920-12-31,20.52479919691056,,,
1921-01-31,21.556012125724507,,,
1921-02-28,21.531176729663105,,,
1921-03-31,21.108660425212385,,,
1921-04-30,21.326829271394967,,,
1921-05-31,22.10078844461592,,,
1921-06-30,20.456938835936914,,,
1921-07-31,20.519610984431743,,,
1921-08-31,20.393052434294223,,,
1921-09-30,21.023419074462815,,,
1921-10-31,21.43378921759179,,,
1921-11-30,22.70920631180576,,,
1921-12-31,23.63665973294419,,,
1922-01-31,23.729406407363697,,,
1922-02-28,24.376357792326104,,,
1922-03-31,25.419950187758296,,,
1922-04-30,27.09400498226154,,,
1922-05-31,28.282269057853856,,,
1922-06-30,28.151025624847993,,,
1922-07-31,28.48672799354194,,,
1922-08-31,29.69551704969564,,,
1922-09-30,30.608438404823836,,,
1922-10-31,31.425367265376423,,,
1922-11-30,30.007323020037596,,,
1922-12-31,30.084046289122917,,,
1923-01-31,30.64132640626871,,,
1923-02-28,32.09687548170807,,,
1923-03-31,32.764119256314345,,,
1923-04-30,31.767153085977935,,,
1923-05-31,30.416845444227175,,,
1923-06-30,29.411136598320393,,,
1923-07-31,28.577027595452563,,,
1923-08-31,28.873464028315645,,,
1923-09-30,29.207647639754484,,,
1923-10-31,28.934893605098168,,,
1923-11-30,29.95833484497214,,,
1923-12-31,31.132638780350437,,,
1924-01-31,32.313524651125185,,,
1924-02-29,32.62254026578151,,,
1924-03-31,32.161276426059594,,,
1924-04-30,31.587271575823227,,,
1924-05-31,31.642487365254304,,,
1924-06-30,32.40833269109576,,,
1924-07-31,34.07997802458384,,,
1924-08-31,35.42081569819226,,,
1924-09-30,35.25173882097479,,,
1924-10-31,34.968041719274105,,,
1924-11-30,37.09634942826128,,,
1924-12-31,39.27377173650725,,,
1925-01-31,41.075816797599515,,,
1925-02-28,41.60586177758934,,,
1925-03-31,40.69683023804853,,,
1925-04-30,40.45094539510401,,,
1925-05-31,41.93663884027374,,,
1925-06-30,42.87701822991387,,,
1925-07-31,44.259669731352574,,,
1925-08-31,45.05159218533706,,,
1925-09-30,46.28884239294548,,,
1925-10-31,48.0153572304472,,,
1925-11-30,49.71002877474974,,,
1925-12-31,50.72369167798689,,,
1926-01-31,51.703257352948015,,,
1926-02-28,51.994471351872726,,,
1926-03-31,48.67813100765551,,,
1926-04-30,47.53433919100654,,,
1926-05-31,48.08555947888134,,,
1926-06-30,50.596948452529666,,,
1926-07-31,52.954970977954645,,,
1926-08-31,55.283814788791794,,,
1926-09-30,56.3609432305132,,,
1926-10-31,55.32956335720707,,,
1926-11-30,56.29368737308007,,,
1926-12-31,57.81946396412451,,,
1927-01-31,57.68255884590454,,,
1927-02-28,59.05406212473257,,,
1927-03-31,60.21770671149981,,,
1927-04-30,61.95314454965802,,,
1927-05-31,64.35224846359631,,,
1927-06-30,65.45032254452276,,,
1927-07-31,67.17071951057862,,,
1927-08-31,71.01887648306568,,,
1927-09-30,75.32741406134275,,,
1927-10-31,74.45166987769865,,,
1927-11-30,76.43172870193902,,,
1927-12-31,78.51127505241675,,,
1928-01-31,79.11708441847843,,,
1928-02-29,78.46390586500071,,,
1928-03-31,82.97527843566448,,,
1928-04-30,88.505713352294,,,
1928-05-31,91.54840139212396,,,
1928-06-30,87.37150557860829,,,
1928-07-31,88.32725583263087,,,
1928-08-31,91.50172787995942,,,
1928-09-30,98.2517921501738,,,
1928-10-31,100.57105888764409,,,
1928-11-30,107.69612264409264,,,
1928-12-31,108.44725561859067,,,
1929-01-31,116.79355628498908,,,
1929-02-28,117.74491168111578,,,
1929-03-31,120.16357466616206,,,
1929-04-30,119.80524181471952,,,
1929-05-31,121.96154660212842,,,
1929-06-30,124.65094287852637,,,
1929-07-31,136.12296082094778,,,
1929-08-31,144.2363290089239,,,
1929-09-30,150.36198041256975,,,
1929-10-31,134.84138940991977,,,
1929-11-30,99.52922848192004,,,
1929-12-31,103.88584882484828,,,
1930-01-31,105.78346463352274,,,
1930-02-28,112.80471419364666,,,
1930-03-31,117.45499522505467,,,
1930-04-30,125.31039086609316,,,
1930-05-31,118.22874597667251,,,
1930-06-30,106.67872594104416,,,
1930-07-31,104.80152075818596,,,
1930-08-31,103.8629433526304,,,
1930-09-30,104.21993579260509,,,
1930-10-31,90.2847824672269,,,
1930-11-30,84.14622337358465,,,
1930-12-31,78.93982347170922,,,
1931-01-31,81.74194968990469,,,
1931-02-28,88.3889393858767,,,
1931-03-31,90.48732021432048,,,
1931-04-30,82.26564642913141,,,
1931-05-31,74.72432626543277,,,
1931-06-30,72.71672922340962,,,
1931-07-31,75.5157815492665,,,
1931-08-31,73.63328852317184,,,
1931-09-30,63.04739968153119,,,
1931-10-31,55.002905002385795,,,
1931-11-30,56.12679769460121,,,
1931-12-31,45.96203115671145,,,
1932-01-31,45.5596364783282,,,
1932-02-29,45.526107147466135,,,
1932-03-31,46.03318205494095,,,
1932-04-30,35.329863482850485,,,
1932-05-31,31.31995210641915,,,
1932-06-30,27.426273849994992,,,
1932-07-31,29.1096548408613,,,
1932-08-31,44.045396523821985,,,
1932-09-30,48.59811900647468,,,
1932-10-31,42.16215321993018,,,
1932-11-30,42.00754878870587,,,
1932-12-31,40.88536131515416,,,
1933-01-31,42.751280480746786,,,
1933-02-28,37.93246548532645,,,
1933-03-31,38.056378205911855,,,
1933-04-30,42.3323757571379,,,
1933-05-31,54.74075899944846,,,
1933-06-30,64.36307768490207,,,
1933-07-31,69.80668254684697,,,
1933-08-31,66.563955975585,,,
1933-09-30,66.23903819610405,,,
1933-10-31,60.02521537855837,,,
1933-11-30,61.70393104425016,,,
1933-12-31,63.13401533566428,,,
1934-01-31,66.97609272496472,,,1.0
1934-02-28,72.16647514164947,,,1.000515204261739
1934-03-31,68.70398249047382,,,1.000715087526164
1934-04-30,70.09176242232866,,,1.000840090995477
1934-05-31,63.204647689442375,,,1.0009734385809417
1934-06-30,64.28114546906633,,,1.0010984743219562
1934-07-31,61.4819408597821,,,1.0012235256817037
